20x5,"[[1.34400000e+03 1.36100000e+03 3.28866127e-01 3.27646197e-01]
 [1.41000000e+03 1.40300000e+03 3.27851024e-01 3.28295334e-01]
 [1.23900000e+03 1.23400000e+03 2.30248402e-01 2.05344904e-01]
 [1.46400000e+03 1.43600000e+03 2.38811413e-01 2.21230305e-01]
 [1.33800000e+03 1.34600000e+03 2.02800054e-01 2.07513737e-01]
 [1.32500000e+03 1.33200000e+03 2.14843268e-01 2.36628477e-01]
 [1.32100000e+03 1.32300000e+03 2.02101968e-01 2.05894465e-01]
 [1.35300000e+03 1.31500000e+03 2.09236329e-01 2.30031688e-01]
 [1.35100000e+03 1.36200000e+03 2.03397352e-01 2.11284416e-01]
 [1.25800000e+03 1.26400000e+03 2.11408101e-01 2.37512018e-01]]"
20x10,"[[1.82400000e+03 1.79500000e+03 3.49355348e-01 3.49419180e-01]
 [1.85900000e+03 1.84500000e+03 3.58968583e-01 3.74233866e-01]
 [1.73900000e+03 1.68000000e+03 3.48129693e-01 3.59192952e-01]
 [1.60500000e+03 1.57600000e+03 3.54766442e-01 3.59028824e-01]
 [1.66100000e+03 1.64100000e+03 3.44981533e-01 3.70890675e-01]
 [1.59800000e+03 1.57300000e+03 3.53663111e-01 3.59396669e-01]
 [1.67200000e+03 1.65500000e+03 3.45123575e-01 3.68043952e-01]
 [1.77600000e+03 1.76400000e+03 3.44035402e-01 3.69113435e-01]
 [1.69100000e+03 1.77700000e+03 3.53586664e-01 3.45961840e-01]
 [1.79900000e+03 1.78500000e+03 3.56785174e-01 3.75382514e-01]]"
20x20,"[[2.52800000e+03 2.55800000e+03 6.39057906e-01 6.31672829e-01]
 [2.32300000e+03 2.31600000e+03 6.35655436e-01 6.93335697e-01]
 [2.54700000e+03 2.52200000e+03 6.31677290e-01 6.61123902e-01]
 [2.53600000e+03 2.49800000e+03 6.34282150e-01 6.73500702e-01]
 [2.56100000e+03 2.55500000e+03 6.32939909e-01 6.74731562e-01]
 [2.46100000e+03 2.44000000e+03 6.36380603e-01 6.71627184e-01]
 [2.51700000e+03 2.47400000e+03 6.33136966e-01 6.33273140e-01]
 [2.44000000e+03 2.45400000e+03 6.69671626e-01 6.67162158e-01]
 [2.52300000e+03 2.53000000e+03 6.37852584e-01 6.49160867e-01]
 [2.47400000e+03 2.44900000e+03 6.62627281e-01 6.47169807e-01]]"
50x5,"[[2.91000000e+03 2.86000000e+03 4.49696013e-01 4.63917652e-01]
 [3.11400000e+03 3.00800000e+03 4.57909745e-01 5.13753292e-01]
 [2.80700000e+03 2.83100000e+03 4.70462236e-01 4.60532425e-01]
 [2.96200000e+03 2.95400000e+03 4.61893191e-01 4.62843760e-01]
 [3.00700000e+03 3.03300000e+03 4.76343906e-01 4.46728233e-01]
 [3.05700000e+03 3.03100000e+03 4.49717222e-01 4.60166499e-01]
 [2.94800000e+03 2.91800000e+03 4.69948558e-01 4.44270156e-01]
 [2.93100000e+03 2.91700000e+03 4.50158101e-01 4.59652571e-01]
 [2.74500000e+03 2.77700000e+03 4.74221691e-01 4.45068663e-01]
 [2.97100000e+03 2.91700000e+03 4.48777570e-01 4.66275845e-01]]"
50x10,"[[3.54700000e+03 3.51300000e+03 8.07474899e-01 8.16430238e-01]
 [3.39300000e+03 3.41400000e+03 8.11070796e-01 8.32740702e-01]
 [3.37100000e+03 3.41000000e+03 8.06321013e-01 8.26122595e-01]
 [3.55500000e+03 3.55100000e+03 8.07129904e-01 8.27906814e-01]
 [3.48000000e+03 3.46400000e+03 8.05228591e-01 8.15140651e-01]
 [3.47600000e+03 3.48800000e+03 8.06843441e-01 8.22116478e-01]
 [3.50900000e+03 3.48300000e+03 8.11749395e-01 8.25608090e-01]
 [3.50700000e+03 3.51200000e+03 8.08898005e-01 8.14754950e-01]
 [3.37500000e+03 3.45900000e+03 8.12742298e-01 8.43981959e-01]
 [3.57800000e+03 3.48400000e+03 8.06207477e-01 8.18718709e-01]]"
50x20,"[[4.57400000e+03 4.56600000e+03 1.53189506e+00 1.57642241e+00]
 [4.39100000e+03 4.46000000e+03 1.54551473e+00 1.51826736e+00]
 [4.34300000e+03 4.38300000e+03 1.56809800e+00 1.73146817e+00]
 [4.41600000e+03 4.37600000e+03 1.66663674e+00 1.71880292e+00]
 [4.38800000e+03 4.39800000e+03 1.55658507e+00 1.59545353e+00]
 [4.39600000e+03 4.37600000e+03 1.51618056e+00 1.54599671e+00]
 [4.36400000e+03 4.41300000e+03 1.59013922e+00 1.53544267e+00]
 [4.45400000e+03 4.39100000e+03 1.59132098e+00 1.53697649e+00]
 [4.45100000e+03 4.45000000e+03 1.65458472e+00 1.53659050e+00]
 [4.51300000e+03 4.48700000e+03 1.69260913e+00 1.60506683e+00]]"
100x5,"[[5.78100000e+03 5.75400000e+03 8.65565677e-01 8.76398120e-01]
 [5.53600000e+03 5.57100000e+03 9.59982194e-01 9.24719810e-01]
 [5.53400000e+03 5.53100000e+03 8.57771774e-01 8.91303774e-01]
 [5.30900000e+03 5.28500000e+03 8.75648976e-01 9.14844855e-01]
 [5.54800000e+03 5.56700000e+03 8.59879578e-01 8.88992209e-01]
 [5.43800000e+03 5.36900000e+03 8.79054916e-01 9.49621502e-01]
 [5.53300000e+03 5.57200000e+03 8.70906102e-01 9.19099801e-01]
 [5.42800000e+03 5.48600000e+03 8.53669961e-01 1.00996418e+00]
 [5.73600000e+03 5.80300000e+03 9.45877091e-01 1.02452200e+00]
 [5.63600000e+03 5.64000000e+03 1.01261781e+00 1.06648619e+00]]"
100x10,"[[6.52300000e+03 6.43500000e+03 2.07042352e+00 2.16113742e+00]
 [6.16000000e+03 6.15000000e+03 2.12597297e+00 2.07700621e+00]
 [6.29000000e+03 6.34100000e+03 2.00149687e+00 1.95847179e+00]
 [6.58800000e+03 6.61300000e+03 1.95324814e+00 2.14620980e+00]
 [6.30900000e+03 6.24600000e+03 2.00474929e+00 2.01671333e+00]
 [6.02700000e+03 5.98100000e+03 2.47945218e+00 2.40219429e+00]
 [6.22700000e+03 6.28000000e+03 1.95026772e+00 1.99917438e+00]
 [6.31800000e+03 6.31900000e+03 2.01040697e+00 1.90515729e+00]
 [6.51400000e+03 6.51800000e+03 1.91399385e+00 1.96379451e+00]
 [6.40800000e+03 6.47500000e+03 1.90746689e+00 1.90831537e+00]]"
100x20,"[[7.42900000e+03 7.40400000e+03 3.66485087e+00 3.78316582e+00]
 [7.41200000e+03 7.40200000e+03 3.77457139e+00 3.83129837e+00]
 [7.31700000e+03 7.44500000e+03 3.80522243e+00 3.87270434e+00]
 [7.44400000e+03 7.41600000e+03 4.14516611e+00 3.80774766e+00]
 [7.40100000e+03 7.47700000e+03 3.84164287e+00 3.75678442e+00]
 [7.51400000e+03 7.48200000e+03 3.87731693e+00 3.76347246e+00]
 [7.51500000e+03 7.49900000e+03 3.79189063e+00 3.67896611e+00]
 [7.56400000e+03 7.61200000e+03 3.63494101e+00 3.63184714e+00]
 [7.48900000e+03 7.44800000e+03 3.62714731e+00 3.65354076e+00]
 [7.61300000e+03 7.54400000e+03 3.63457371e+00 3.63364896e+00]]"
200x10,"[[1.18170000e+04 1.17110000e+04 3.73063798e+00 3.75239553e+00]
 [1.16730000e+04 1.15950000e+04 3.75087378e+00 3.74904226e+00]
 [1.19810000e+04 1.19620000e+04 3.74053664e+00 3.73364214e+00]
 [1.17360000e+04 1.17360000e+04 3.73813860e+00 3.74533299e+00]
 [1.17080000e+04 1.16910000e+04 3.73333910e+00 3.74951054e+00]
 [1.14540000e+04 1.14940000e+04 3.75127326e+00 3.75221843e+00]
 [1.18800000e+04 1.19470000e+04 3.73694052e+00 3.79867786e+00]
 [1.17630000e+04 1.18620000e+04 3.75874138e+00 3.80406291e+00]
 [1.16590000e+04 1.16350000e+04 3.75179521e+00 3.74797490e+00]
 [1.16810000e+04 1.17290000e+04 3.74544613e+00 3.75660956e+00]]"
